total_quantity,total_revenue,date,hour,product
10,135.2,2015-03-24,1,envelopes
3,2465.49,2015-03-24,19,laptop
4,4120.76,2015-03-24,1,laptop
3,3449.55,2015-03-24,12,laptop
5,6822.85,2015-03-24,8,laptop
5,152.05,2015-03-24,22,notepad
6,200.36,2015-03-24,1,notepad
7,214.01,2015-03-24,8,notepad
9,172.88,2015-03-24,19,notepad
4,71.56,2015-03-24,19,pens
7,243.28,2015-03-24,8,pens
1,52.75,2015-03-24,22,pens
3,122.1,2015-03-24,1,pens
4,109.16,2015-03-24,1,printer paper
3,359.94,2015-03-25,5,backpack
5,972.05,2015-03-25,3,backpack
3,37.29,2015-03-25,8,binder
4,119.28,2015-03-25,3,binder
9,198.72,2015-03-25,15,binder
9,210.15,2015-03-25,15,envelopes
12,218.8,2015-03-25,3,envelopes
7,117.32,2015-03-25,5,envelopes
1,423.82,2015-03-25,5,laptop
5,7344.3,2015-03-25,3,laptop
1,23.05,2015-03-25,3,notepad
1,16.08,2015-03-25,5,pens
4,224.62,2015-03-25,3,pens
10,473.1,2015-03-25,15,pens
2,72.46,2015-03-25,3,printer paper
8,222.0,2015-03-26,14,binder
4,47.8,2015-03-26,14,envelopes
5,2092.05,2015-03-26,14,laptop
8,226.56,2015-03-26,14,notepad
5,56.9,2015-03-26,14,pens
2,375.94,2015-03-27,10,backpack
5,692.15,2015-03-27,5,backpack
9,199.08,2015-03-27,1,binder
10,201.5,2015-03-27,5,binder
6,85.62,2015-03-27,10,binder
3,33.6,2015-03-27,1,envelopes
13,110.62,2015-03-27,3,envelopes
9,67.86,2015-03-27,5,envelopes
3,4484.97,2015-03-27,3,laptop
2,3040.28,2015-03-27,5,laptop
4,47.39,2015-03-27,5,notepad
11,184.02,2015-03-27,1,notepad
4,107.0,2015-03-27,3,notepad
5,139.05,2015-03-27,10,notepad
2,11.68,2015-03-27,3,pens
5,333.15,2015-03-27,1,pens
10,370.4,2015-03-27,10,pens
1,15.52,2015-03-27,5,printer paper
10,234.5,2015-03-27,1,printer paper
6,102.84,2015-03-28,12,binder
9,252.36,2015-03-30,22,binder
5,86.7,2015-03-30,6,binder
10,175.4,2015-03-30,3,envelopes
3,51.93,2015-03-30,6,envelopes
2,48.04,2015-03-30,22,envelopes
4,4666.24,2015-03-30,22,laptop
3,74.52,2015-03-30,3,notepad
10,343.5,2015-03-30,6,notepad
6,274.64,2015-03-30,6,pens
5,186.0,2015-03-30,22,pens
10,372.4,2015-03-30,22,printer paper
1,18.04,2015-03-31,10,binder
5,85.84,2015-03-31,0,binder
14,191.4,2015-03-31,10,envelopes
3,43.26,2015-03-31,0,envelopes
10,381.7,2015-03-31,0,notepad
3,36.24,2015-03-31,10,notepad
9,398.45,2015-03-31,0,pens
10,337.2,2015-03-31,10,printer paper
3,217.74,2015-04-01,3,backpack
1,20.19,2015-04-01,19,binder
6,144.24,2015-04-01,3,binder
16,281.28,2015-04-01,3,envelopes
2,1086.68,2015-04-01,3,laptop
2,1706.62,2015-04-01,19,laptop
2,36.3,2015-04-01,3,notepad
4,308.0,2015-04-01,3,pens
7,144.27,2015-04-01,19,printer paper
10,368.1,2015-04-01,3,printer paper
1,29.08,2015-04-02,1,binder
2,1075.3,2015-04-02,1,laptop
1,13.39,2015-04-02,1,notepad
1,33.56,2015-04-02,1,pens
5,555.95,2015-04-04,20,backpack
14,230.12,2015-04-04,14,binder
7,127.4,2015-04-04,20,binder
12,187.52,2015-04-04,20,envelopes
2,26.82,2015-04-04,3,envelopes
2,2443.6,2015-04-04,14,laptop
7,117.04,2015-04-04,20,notepad
3,111.84,2015-04-04,14,notepad
2,66.84,2015-04-04,14,pens
4,310.12,2015-04-04,20,pens
9,187.38,2015-04-04,14,printer paper
7,126.63,2015-04-04,20,printer paper
9,192.87,2015-04-05,21,binder
9,258.57,2015-04-05,4,binder
6,115.14,2015-04-05,23,binder
14,116.13,2015-04-05,23,envelopes
4,3205.28,2015-04-05,4,laptop
3,15.12,2015-04-05,4,notepad
4,84.64,2015-04-05,21,notepad
4,58.56,2015-04-05,23,notepad
4,102.2,2015-04-05,21,pens
7,94.69,2015-04-06,16,binder
6,80.76,2015-04-06,16,envelopes
2,45.76,2015-04-06,5,envelopes
3,4098.99,2015-04-06,16,laptop
4,5786.96,2015-04-06,5,laptop
3,60.15,2015-04-06,5,notepad
4,142.36,2015-04-06,16,notepad
9,420.03,2015-04-06,16,pens
2,28.16,2015-04-06,16,printer paper
9,449.28,2015-04-06,5,printer paper
4,676.56,2015-04-08,11,backpack
2,29.41,2015-04-08,0,binder
10,270.82,2015-04-08,11,binder
7,78.33,2015-04-08,7,binder
1,1548.54,2015-04-08,0,laptop
4,3046.56,2015-04-08,11,laptop
2,52.86,2015-04-08,7,notepad
2,19.92,2015-04-08,0,notepad
5,63.95,2015-04-08,11,notepad
7,527.34,2015-04-08,7,pens
2,101.68,2015-04-08,0,pens
5,68.66,2015-04-08,11,pens
7,153.58,2015-04-08,0,printer paper
6,189.0,2015-04-08,11,printer paper
9,335.25,2015-04-08,7,printer paper
1,62.18,2015-04-09,15,backpack
5,127.0,2015-04-09,15,binder
17,330.84,2015-04-09,15,envelopes
2,1846.92,2015-04-09,15,laptop
3,3110.85,2015-04-09,16,laptop
9,236.05,2015-04-09,15,notepad
5,382.7,2015-04-09,15,pens
5,104.85,2015-04-09,15,printer paper
7,472.19,2015-04-10,0,backpack
11,227.67,2015-04-10,0,binder
1,11.67,2015-04-10,0,envelopes
4,2470.28,2015-04-10,0,laptop
9,194.85,2015-04-10,0,notepad
1,11.86,2015-04-10,0,pens
2,46.7,2015-04-10,0,printer paper
3,320.67,2015-04-11,7,backpack
1,196.13,2015-04-11,12,backpack
5,918.65,2015-04-11,16,backpack
9,217.08,2015-04-11,16,binder
7,176.47,2015-04-11,7,binder
3,31.92,2015-04-11,12,binder
10,108.06,2015-04-11,12,envelopes
9,71.64,2015-04-11,16,envelopes
7,123.66,2015-04-11,7,envelopes
1,1401.31,2015-04-11,16,laptop
2,1052.32,2015-04-11,7,laptop
5,53.55,2015-04-11,7,notepad
2,74.56,2015-04-11,12,notepad
5,126.9,2015-04-11,16,notepad
1,77.53,2015-04-11,7,pens
6,171.58,2015-04-11,12,pens
10,224.7,2015-04-11,12,printer paper
10,478.6,2015-04-11,16,printer paper
1,22.28,2015-04-11,7,printer paper
1,115.72,2015-04-12,18,backpack
19,458.41,2015-04-12,18,binder
2,46.86,2015-04-12,18,envelopes
2,2697.0,2015-04-12,18,laptop
5,128.95,2015-04-12,12,notepad
5,178.3,2015-04-12,18,notepad
1,32.96,2015-04-12,18,pens
1,23.03,2015-04-12,12,pens
10,348.4,2015-04-12,12,printer paper
1,18.22,2015-04-13,9,binder
1,21.73,2015-04-13,9,envelopes
10,117.29,2015-04-13,9,notepad
4,278.04,2015-04-13,9,pens
3,101.52,2015-04-13,9,printer paper
3,492.93,2015-04-14,2,backpack
4,66.82,2015-04-14,5,binder
10,229.8,2015-04-14,17,binder
8,133.12,2015-04-14,2,envelopes
13,94.95,2015-04-14,17,envelopes
5,6336.85,2015-04-14,17,laptop
3,110.85,2015-04-14,17,notepad
1,17.26,2015-04-14,5,notepad
2,11.34,2015-04-14,2,notepad
5,443.75,2015-04-15,8,backpack
7,174.72,2015-04-15,8,binder
3,73.38,2015-04-15,10,binder
2,11.94,2015-04-15,10,envelopes
3,41.19,2015-04-15,8,envelopes
1,1598.12,2015-04-15,10,laptop
4,5354.2,2015-04-15,3,laptop
2,58.02,2015-04-15,8,notepad
10,264.7,2015-04-15,10,notepad
8,212.38,2015-04-15,10,pens
3,51.84,2015-04-15,8,pens
2,71.68,2015-04-15,10,printer paper
1,33.77,2015-04-15,8,printer paper
3,122.49,2015-04-16,14,backpack
5,71.0,2015-04-16,14,binder
9,172.74,2015-04-16,14,envelopes
2,17.22,2015-04-16,0,notepad
6,201.28,2015-04-16,14,notepad
4,40.8,2015-04-16,14,pens
9,240.93,2015-04-16,14,printer paper
1,28.33,2015-04-16,0,printer paper
3,474.36,2015-04-17,5,backpack
2,324.02,2015-04-17,11,backpack
2,234.48,2015-04-17,2,backpack
6,171.72,2015-04-17,11,binder
2,24.9,2015-04-17,5,binder
5,98.35,2015-04-17,2,binder
4,53.8,2015-04-17,11,envelopes
4,85.92,2015-04-17,5,envelopes
4,73.32,2015-04-17,2,envelopes
5,6943.9,2015-04-17,5,laptop
6,91.62,2015-04-17,5,notepad
10,78.25,2015-04-17,11,notepad
5,32.36,2015-04-17,11,pens
2,81.86,2015-04-17,5,pens
8,236.21,2015-04-17,2,pens
3,42.66,2015-04-17,2,printer paper
5,70.9,2015-04-17,11,printer paper
1,173.37,2015-04-18,21,backpack
2,219.2,2015-04-18,0,backpack
4,655.24,2015-04-18,12,backpack
1,54.49,2015-04-18,3,backpack
13,191.23,2015-04-18,3,binder
1,21.2,2015-04-18,21,binder
11,134.1,2015-04-18,0,binder
10,107.6,2015-04-18,3,envelopes
9,213.03,2015-04-18,7,envelopes
2,12.08,2015-04-18,12,envelopes
2,46.62,2015-04-18,0,envelopes
2,1805.52,2015-04-18,0,laptop
2,2794.48,2015-04-18,3,laptop
13,339.75,2015-04-18,0,notepad
1,21.87,2015-04-18,21,notepad
5,72.91,2015-04-18,3,notepad
2,82.16,2015-04-18,12,pens
10,540.3,2015-04-18,3,pens
9,387.95,2015-04-18,0,pens
3,91.08,2015-04-18,3,printer paper
2,76.46,2015-04-18,21,printer paper
3,98.32,2015-04-18,0,printer paper
5,420.65,2015-04-19,7,backpack
8,112.0,2015-04-19,21,binder
6,97.26,2015-04-19,7,binder
13,258.24,2015-04-19,7,envelopes
14,151.66,2015-04-19,21,envelopes
4,3393.64,2015-04-19,21,laptop
8,155.26,2015-04-19,7,notepad
3,147.7,2015-04-19,21,pens
7,401.45,2015-04-19,7,pens
9,337.14,2015-04-19,7,printer paper
4,700.76,2015-04-20,2,backpack
8,199.44,2015-04-20,17,binder
6,105.72,2015-04-20,12,binder
3,20.25,2015-04-20,12,envelopes
1,512.21,2015-04-20,12,laptop
2,55.4,2015-04-20,17,notepad
2,62.84,2015-04-20,12,pens
2,42.34,2015-04-20,2,pens
9,276.66,2015-04-20,12,printer paper
4,643.72,2015-04-21,3,backpack
2,50.72,2015-04-21,13,binder
9,153.0,2015-04-21,3,binder
7,145.88,2015-04-21,3,envelopes
8,129.68,2015-04-21,18,envelopes
11,129.22,2015-04-21,11,envelopes
4,5805.24,2015-04-21,13,laptop
3,2117.88,2015-04-21,18,laptop
1,452.83,2015-04-21,3,laptop
9,117.72,2015-04-21,13,notepad
8,75.28,2015-04-21,18,notepad
5,69.3,2015-04-21,3,notepad
8,231.92,2015-04-21,11,notepad
2,57.78,2015-04-21,18,pens
4,234.44,2015-04-21,3,pens
1,16.94,2015-04-21,11,pens
5,294.18,2015-04-21,13,pens
4,182.72,2015-04-21,11,printer paper
7,104.3,2015-04-22,8,binder
3,60.27,2015-04-22,8,notepad
8,270.16,2015-04-22,8,pens
6,68.34,2015-04-22,8,printer paper
3,457.56,2015-04-23,10,backpack
4,86.76,2015-04-23,2,binder
6,104.34,2015-04-23,15,binder
1,18.06,2015-04-23,15,envelopes
3,15.45,2015-04-23,2,envelopes
1,11.51,2015-04-23,10,envelopes
3,113.1,2015-04-23,2,notepad
3,45.39,2015-04-23,10,notepad
5,126.1,2015-04-23,15,notepad
3,97.9,2015-04-23,15,pens
2,27.86,2015-04-23,10,pens
9,182.97,2015-04-23,15,printer paper
5,170.45,2015-04-23,10,printer paper
3,129.99,2015-04-24,16,backpack
3,325.56,2015-04-24,20,backpack
7,149.64,2015-04-24,16,binder
3,68.76,2015-04-24,20,binder
3,42.42,2015-04-24,16,envelopes
4,6348.08,2015-04-24,2,laptop
3,4753.38,2015-04-24,20,laptop
5,115.2,2015-04-24,16,notepad
2,18.16,2015-04-24,20,pens
8,160.08,2015-04-25,22,binder
7,120.77,2015-04-25,22,notepad
1,52.55,2015-04-25,22,pens
1,35.9,2015-04-25,22,printer paper
5,778.25,2015-04-26,4,backpack
3,446.13,2015-04-26,1,backpack
4,56.92,2015-04-26,4,binder
12,202.14,2015-04-26,1,envelopes
7,170.31,2015-04-26,4,envelopes
3,1983.81,2015-04-26,4,laptop
3,3067.47,2015-04-26,1,laptop
5,144.52,2015-04-26,1,notepad
4,95.04,2015-04-26,4,notepad
1,8.15,2015-04-26,4,pens
6,193.59,2015-04-26,1,pens
6,216.54,2015-04-26,4,printer paper
5,732.8,2015-04-27,23,backpack
9,223.99,2015-04-27,23,binder
4,92.56,2015-04-27,23,envelopes
4,1948.32,2015-04-27,23,laptop
10,277.61,2015-04-27,23,notepad
4,294.0,2015-04-27,23,pens
6,222.12,2015-04-27,23,printer paper
2,32.44,2015-04-29,17,binder
6,97.3,2015-04-29,14,binder
10,96.1,2015-04-29,14,envelopes
3,103.86,2015-04-29,5,notepad
3,80.59,2015-04-29,14,notepad
5,255.55,2015-04-29,14,pens
4,20.16,2015-04-29,5,pens
1,42.37,2015-04-30,14,backpack
10,188.9,2015-04-30,14,binder
3,23.67,2015-04-30,0,envelopes
5,29.2,2015-04-30,18,envelopes
7,121.23,2015-04-30,14,envelopes
4,91.52,2015-04-30,14,notepad
5,116.37,2015-04-30,18,notepad
5,89.7,2015-04-30,14,pens
5,194.09,2015-04-30,18,pens
5,68.65,2015-04-30,14,printer paper
9,291.69,2015-04-30,18,printer paper
2,239.88,2015-05-01,10,backpack
6,156.36,2015-05-01,10,binder
4,53.32,2015-05-01,9,binder
3,30.99,2015-05-01,12,binder
12,281.88,2015-05-01,9,envelopes
3,3479.79,2015-05-01,10,laptop
2,2573.26,2015-05-01,9,laptop
5,167.45,2015-05-01,10,notepad
3,95.39,2015-05-01,12,notepad
9,192.97,2015-05-01,9,notepad
2,107.82,2015-05-01,12,pens
6,278.91,2015-05-01,9,pens
1,33.4,2015-05-01,9,printer paper
5,164.85,2015-05-01,12,printer paper
2,309.62,2015-05-02,18,backpack
10,129.3,2015-05-02,18,binder
1,1012.65,2015-05-02,18,laptop
3,32.58,2015-05-02,18,notepad
7,218.87,2015-05-02,13,notepad
3,175.74,2015-05-02,13,pens
2,39.14,2015-05-02,18,pens
3,110.16,2015-05-02,13,printer paper
5,414.6,2015-05-03,9,backpack
3,143.37,2015-05-03,22,backpack
11,172.93,2015-05-03,22,binder
12,202.15,2015-05-03,9,binder
17,303.87,2015-05-03,9,envelopes
6,178.12,2015-05-03,22,notepad
11,374.83,2015-05-03,9,notepad
1,7.91,2015-05-03,9,pens
4,177.2,2015-05-03,22,pens
9,137.88,2015-05-03,9,printer paper
1,34.15,2015-05-03,22,printer paper
3,567.99,2015-05-04,20,backpack
3,32.13,2015-05-04,20,binder
2,43.84,2015-05-04,20,envelopes
1,821.86,2015-05-04,20,laptop
5,86.95,2015-05-04,20,notepad
1,68.0,2015-05-04,20,pens
5,531.75,2015-05-05,16,backpack
7,111.37,2015-05-05,16,binder
13,304.83,2015-05-05,19,binder
9,185.49,2015-05-05,3,binder
15,324.55,2015-05-05,22,binder
7,107.45,2015-05-05,16,envelopes
16,288.38,2015-05-05,3,envelopes
1,1147.22,2015-05-05,3,laptop
5,4515.65,2015-05-05,16,laptop
8,173.09,2015-05-05,16,notepad
3,37.32,2015-05-05,2,notepad
3,56.94,2015-05-05,19,notepad
10,309.34,2015-05-05,3,notepad
2,25.52,2015-05-05,22,notepad
5,127.65,2015-05-05,3,pens
3,30.27,2015-05-05,22,pens
3,87.12,2015-05-05,19,pens
4,104.12,2015-05-05,16,pens
3,338.31,2015-05-06,8,backpack
2,202.3,2015-05-06,21,backpack
13,230.71,2015-05-06,19,binder
14,232.4,2015-05-06,21,binder
4,106.16,2015-05-06,8,binder
1,7.02,2015-05-06,19,envelopes
14,120.16,2015-05-06,21,envelopes
4,3626.16,2015-05-06,19,laptop
4,3716.68,2015-05-06,21,laptop
3,73.69,2015-05-06,21,notepad
4,67.32,2015-05-06,8,notepad
3,37.98,2015-05-06,21,pens
1,48.66,2015-05-06,8,printer paper
5,167.9,2015-05-06,21,printer paper
1,140.36,2015-05-07,5,backpack
1,162.36,2015-05-07,1,backpack
5,818.85,2015-05-07,18,backpack
2,361.08,2015-05-07,4,backpack
1,24.47,2015-05-07,5,binder
18,462.86,2015-05-07,4,binder
18,428.72,2015-05-07,18,binder
17,235.27,2015-05-07,1,binder
9,161.19,2015-05-07,18,envelopes
9,171.45,2015-05-07,4,envelopes
9,113.13,2015-05-07,1,envelopes
12,198.14,2015-05-07,5,envelopes
2,10.56,2015-05-07,21,envelopes
4,4463.4,2015-05-07,4,laptop
3,4083.06,2015-05-07,1,laptop
2,2483.14,2015-05-07,18,laptop
5,136.51,2015-05-07,21,notepad
6,147.36,2015-05-07,4,notepad
7,75.4,2015-05-07,18,notepad
8,90.15,2015-05-07,5,notepad
5,138.52,2015-05-07,1,notepad
4,258.84,2015-05-07,5,pens
6,311.8,2015-05-07,4,pens
8,566.72,2015-05-07,18,pens
1,30.84,2015-05-07,1,pens
4,84.88,2015-05-07,1,printer paper
10,312.4,2015-05-07,5,printer paper
7,221.41,2015-05-07,21,printer paper
3,48.84,2015-05-08,2,binder
4,72.64,2015-05-08,8,envelopes
1,24.12,2015-05-08,2,envelopes
2,2866.86,2015-05-08,8,laptop
2,19.6,2015-05-08,8,notepad
4,253.52,2015-05-08,8,pens
3,47.01,2015-05-08,2,printer paper
5,762.4,2015-05-10,7,backpack
1,46.63,2015-05-10,14,backpack
1,94.05,2015-05-10,22,backpack
16,342.24,2015-05-10,22,binder
8,134.4,2015-05-10,7,binder
7,154.84,2015-05-10,7,envelopes
2,26.22,2015-05-10,22,envelopes
4,6351.92,2015-05-10,22,laptop
3,1351.14,2015-05-10,14,laptop
7,164.29,2015-05-10,7,notepad
8,183.92,2015-05-10,22,notepad
4,68.04,2015-05-10,14,notepad
5,150.6,2015-05-10,14,pens
7,369.33,2015-05-10,22,pens
4,68.6,2015-05-10,7,pens
4,198.88,2015-05-10,22,printer paper
8,250.4,2015-05-10,14,printer paper
5,203.0,2015-05-10,7,printer paper
5,966.9,2015-05-12,15,backpack
4,412.84,2015-05-12,3,backpack
3,502.59,2015-05-12,5,backpack
3,51.3,2015-05-12,15,binder
9,106.38,2015-05-12,3,binder
8,219.04,2015-05-12,5,binder
6,88.32,2015-05-12,5,envelopes
2,13.72,2015-05-12,15,envelopes
3,1781.46,2015-05-12,5,laptop
8,169.75,2015-05-12,3,notepad
10,223.2,2015-05-12,15,notepad
4,111.21,2015-05-12,5,notepad
5,204.25,2015-05-12,3,pens
6,388.21,2015-05-12,5,pens
4,32.96,2015-05-12,15,pens
5,149.6,2015-05-12,3,printer paper
3,60.75,2015-05-12,5,printer paper
3,81.06,2015-05-12,15,printer paper
5,704.1,2015-05-13,13,backpack
4,257.0,2015-05-13,19,backpack
1,176.27,2015-05-13,8,backpack
2,43.16,2015-05-13,19,binder
3,39.78,2015-05-13,8,binder
10,146.27,2015-05-13,13,binder
10,162.85,2015-05-13,8,envelopes
10,230.5,2015-05-13,19,envelopes
8,115.68,2015-05-13,13,envelopes
2,3084.44,2015-05-13,19,laptop
3,83.71,2015-05-13,8,notepad
2,23.24,2015-05-13,19,notepad
6,348.36,2015-05-13,8,pens
10,214.6,2015-05-13,19,pens
6,190.56,2015-05-13,13,printer paper
10,284.4,2015-05-13,8,printer paper
2,93.44,2015-05-13,19,printer paper
5,283.2,2015-05-14,19,backpack
2,355.78,2015-05-14,18,backpack
2,111.24,2015-05-14,6,backpack
10,141.0,2015-05-14,9,binder
5,101.45,2015-05-14,18,binder
13,282.55,2015-05-14,19,binder
9,52.29,2015-05-14,19,envelopes
15,223.63,2015-05-14,9,envelopes
7,43.96,2015-05-14,18,envelopes
5,3353.7,2015-05-14,6,laptop
2,2685.52,2015-05-14,18,laptop
4,5916.4,2015-05-14,9,laptop
4,42.24,2015-05-14,6,notepad
9,191.32,2015-05-14,19,notepad
6,46.65,2015-05-14,9,notepad
4,114.55,2015-05-14,18,notepad
5,220.42,2015-05-14,6,pens
7,335.48,2015-05-14,18,pens
4,85.36,2015-05-14,9,pens
3,178.42,2015-05-14,19,pens
4,91.8,2015-05-14,19,printer paper
5,118.75,2015-05-14,18,printer paper
2,81.14,2015-05-14,6,printer paper
3,286.95,2015-05-15,13,backpack
7,144.76,2015-05-15,13,binder
13,147.41,2015-05-15,13,envelopes
1,542.81,2015-05-15,13,laptop
3,33.0,2015-05-15,9,notepad
9,209.88,2015-05-15,13,notepad
9,431.55,2015-05-15,13,printer paper
10,294.9,2015-05-15,9,printer paper
2,251.38,2015-05-16,11,backpack
1,76.38,2015-05-16,4,backpack
15,273.54,2015-05-16,11,binder
1,21.32,2015-05-16,4,binder
8,93.22,2015-05-16,4,envelopes
14,228.06,2015-05-16,11,envelopes
10,113.7,2015-05-16,13,envelopes
7,10340.41,2015-05-16,11,laptop
4,2518.32,2015-05-16,4,laptop
4,52.48,2015-05-16,4,notepad
5,118.8,2015-05-16,13,notepad
5,160.1,2015-05-16,11,notepad
5,123.5,2015-05-16,4,pens
3,29.73,2015-05-16,11,pens
3,145.61,2015-05-16,13,pens
8,283.44,2015-05-16,4,printer paper
3,133.02,2015-05-16,11,printer paper
4,797.76,2015-05-17,17,backpack
9,201.06,2015-05-17,0,binder
14,257.18,2015-05-17,17,binder
1,600.0,2015-05-17,17,laptop
3,46.2,2015-05-17,0,notepad
3,235.14,2015-05-17,0,pens
3,33.96,2015-05-17,17,pens
9,125.64,2015-05-17,17,printer paper
1,170.99,2015-05-18,4,backpack
19,339.73,2015-05-18,4,binder
16,269.2,2015-05-18,11,binder
11,154.48,2015-05-18,11,envelopes
16,289.86,2015-05-18,4,envelopes
5,4955.1,2015-05-18,14,laptop
5,3346.0,2015-05-18,12,laptop
5,143.99,2015-05-18,4,notepad
3,78.27,2015-05-18,11,notepad
6,99.0,2015-05-18,11,printer paper
7,71.68,2015-05-18,4,printer paper
4,437.6,2015-05-20,4,backpack
2,190.8,2015-05-20,1,backpack
3,243.09,2015-05-20,19,backpack
4,63.43,2015-05-20,3,binder
10,266.7,2015-05-20,4,binder
4,87.32,2015-05-20,19,binder
15,141.54,2015-05-20,1,envelopes
6,70.14,2015-05-20,0,envelopes
2,34.02,2015-05-20,19,envelopes
11,209.78,2015-05-20,3,envelopes
8,161.33,2015-05-20,4,envelopes
4,2431.68,2015-05-20,1,laptop
2,2751.12,2015-05-20,4,laptop
2,1253.46,2015-05-20,3,laptop
1,20.97,2015-05-20,1,notepad
8,233.34,2015-05-20,4,notepad
5,169.75,2015-05-20,3,notepad
1,22.35,2015-05-20,0,notepad
3,69.1,2015-05-20,19,notepad
1,52.26,2015-05-20,1,pens
9,309.9,2015-05-20,3,pens
3,115.41,2015-05-20,4,pens
6,361.0,2015-05-20,0,pens
1,35.14,2015-05-20,19,pens
8,161.28,2015-05-20,3,printer paper
10,300.7,2015-05-20,4,printer paper
1,58.43,2015-05-21,0,backpack
7,159.81,2015-05-21,18,binder
7,159.42,2015-05-21,0,binder
10,292.0,2015-05-21,17,binder
4,52.12,2015-05-21,17,envelopes
5,32.7,2015-05-21,18,envelopes
2,57.76,2015-05-21,17,notepad
3,99.77,2015-05-21,18,notepad
5,106.6,2015-05-21,0,notepad
2,154.08,2015-05-21,18,pens
5,337.91,2015-05-21,0,pens
5,218.99,2015-05-21,17,pens
3,130.53,2015-05-21,17,printer paper
9,141.39,2015-05-21,18,printer paper
3,48.42,2015-05-22,19,binder
2,1260.06,2015-05-22,19,laptop
2,73.46,2015-05-22,19,printer paper
3,324.21,2015-05-23,6,backpack
9,97.44,2015-05-23,6,binder
2,59.98,2015-05-23,1,binder
5,62.5,2015-05-23,15,envelopes
3,38.85,2015-05-23,1,envelopes
9,61.26,2015-05-23,14,envelopes
5,2983.15,2015-05-23,14,laptop
3,4553.37,2015-05-23,6,laptop
6,123.28,2015-05-23,14,notepad
5,63.1,2015-05-23,15,notepad
9,311.43,2015-05-23,1,notepad
9,153.67,2015-05-23,6,notepad
2,117.86,2015-05-23,1,pens
5,208.56,2015-05-23,14,pens
7,371.32,2015-05-23,6,pens
1,73.66,2015-05-23,15,pens
1,25.61,2015-05-23,6,printer paper
1,174.78,2015-05-24,17,backpack
1,524.11,2015-05-24,17,laptop
8,222.93,2015-05-24,17,notepad
6,312.3,2015-05-24,17,pens
2,224.98,2015-05-25,6,backpack
15,294.06,2015-05-25,6,binder
18,235.9,2015-05-25,6,envelopes
2,2149.22,2015-05-25,6,laptop
3,49.09,2015-05-25,6,notepad
4,50.92,2015-05-25,6,pens
5,245.5,2015-05-25,6,printer paper
4,794.92,2015-05-26,6,backpack
3,415.98,2015-05-26,17,backpack
9,196.11,2015-05-26,17,binder
9,110.43,2015-05-26,6,binder
10,156.5,2015-05-26,6,envelopes
10,129.0,2015-05-26,17,envelopes
1,702.85,2015-05-26,17,laptop
3,48.63,2015-05-26,20,notepad
6,216.43,2015-05-26,6,notepad
5,31.5,2015-05-26,17,notepad
4,179.08,2015-05-26,17,pens
5,302.5,2015-05-26,6,pens
10,381.4,2015-05-26,17,printer paper
5,299.85,2015-05-27,3,backpack
9,176.94,2015-05-27,21,envelopes
7,530.4,2015-05-27,3,pens
10,266.3,2015-05-27,21,printer paper
1,1214.02,2015-05-29,17,laptop
3,368.64,2015-05-30,23,backpack
1,183.13,2015-05-30,9,backpack
5,114.28,2015-05-30,23,binder
3,40.63,2015-05-30,23,envelopes
2,1837.48,2015-05-30,23,laptop
10,311.17,2015-05-30,23,notepad
1,11.04,2015-05-30,23,pens
3,30.78,2015-05-31,6,binder
9,216.63,2015-05-31,0,binder
10,229.38,2015-05-31,6,envelopes
16,200.22,2015-05-31,0,envelopes
4,5282.2,2015-05-31,6,laptop
4,6041.44,2015-05-31,0,laptop
3,34.47,2015-05-31,0,notepad
4,205.32,2015-05-31,6,pens
10,403.1,2015-05-31,6,printer paper
1,158.01,2015-06-01,14,backpack
3,150.87,2015-06-01,19,backpack
20,468.9,2015-06-01,14,binder
8,193.52,2015-06-01,19,binder
4,72.84,2015-06-01,19,envelopes
13,265.26,2015-06-01,14,envelopes
19,418.35,2015-06-01,21,envelopes
3,2544.66,2015-06-01,14,laptop
2,1725.52,2015-06-01,19,laptop
4,5644.64,2015-06-01,15,laptop
6,135.26,2015-06-01,19,notepad
9,188.83,2015-06-01,15,notepad
9,114.37,2015-06-01,21,notepad
6,200.77,2015-06-01,14,notepad
4,221.0,2015-06-01,14,pens
3,178.05,2015-06-01,15,pens
4,148.02,2015-06-01,21,pens
10,145.9,2015-06-01,19,printer paper
1,12.89,2015-06-01,21,printer paper
10,208.0,2015-06-01,14,printer paper
4,117.6,2015-06-01,15,printer paper
2,122.28,2015-06-02,0,backpack
2,136.72,2015-06-02,4,backpack
2,259.52,2015-06-02,20,backpack
6,152.16,2015-06-02,0,binder
6,111.58,2015-06-02,20,binder
8,91.84,2015-06-02,0,envelopes
15,283.03,2015-06-02,20,envelopes
6,6763.35,2015-06-02,20,laptop
12,324.21,2015-06-02,20,notepad
6,52.49,2015-06-02,0,notepad
9,257.5,2015-06-02,4,notepad
9,294.9,2015-06-02,20,pens
3,102.21,2015-06-02,4,pens
4,148.39,2015-06-02,0,pens
8,277.76,2015-06-02,0,printer paper
5,58.6,2015-06-02,20,printer paper
1,77.06,2015-06-03,9,backpack
5,122.33,2015-06-03,9,binder
2,50.96,2015-06-03,21,binder
8,188.03,2015-06-03,9,notepad
5,138.05,2015-06-03,21,notepad
5,96.97,2015-06-03,9,pens
5,105.2,2015-06-03,9,printer paper
5,556.45,2015-06-04,18,backpack
7,152.77,2015-06-04,17,binder
17,252.22,2015-06-04,5,binder
5,113.9,2015-06-04,5,envelopes
2,41.9,2015-06-04,18,envelopes
